PassengerId,Survived_pred,Prob_survived
892,0,0.15647962235082644
893,0,0.41900298301150196
894,0,0.12741727236760914
895,0,0.1436037436454236
896,0,0.46595425602406115
897,0,0.17724508447685694
898,1,0.8602416335951958
899,0,0.16618976605970115
900,1,0.7905859269708267
901,0,0.09995847401428955
902,0,0.14325329481085877
903,0,0.15420788755848586
904,1,0.8973904183710366
905,0,0.15733999618527703
906,1,0.9187329060246355
907,1,0.8985295062478925
908,0,0.1335399652954343
909,0,0.1687055279655273
910,0,0.42358931459488597
911,1,0.536959211536593
912,0,0.27050910944443524
913,1,0.528374659514286
914,1,0.9104714299443991
915,0,0.2873987447460786
916,1,0.5227964290248714
917,0,0.13580979395477163
918,1,0.9037311551222414
919,0,0.16349052023413888
920,0,0.15326891912962154
921,0,0.1540726201395787
922,0,0.15286873351741737
923,0,0.13583688855063367
924,0,0.3410264452503142
925,0,0.372689422014012
926,0,0.21480479152539564
927,0,0.18043685674801638
928,1,0.5245921994703802
929,1,0.550880212721398
930,0,0.14414823961863574
931,0,0.2609946580474391
932,0,0.10715921018482748
933,0,0.15402808704878765
934,0,0.1546936450697193
935,1,0.8706725013396165
936,1,0.9197599204561118
937,0,0.14202875967811507
938,0,0.15695015759508313
939,0,0.1507797158671374
940,1,0.8238592364936412
941,0,0.5159963405885162
942,0,0.17925955650358344
943,0,0.13090519075685564
944,1,0.7524135689953672
945,1,0.8630409596190268
946,0,0.1299947257421059
947,0,0.12665844070342633
948,0,0.1509054582864778
949,0,0.14166971471419856
950,0,0.11431920575990533
951,1,0.8354157879282452
952,0,0.15774740553801736
953,0,0.14363837098019022
954,0,0.15340895277525285
955,1,0.8688382095433983
956,0,0.5170727098933183
957,1,0.8822288611028705
958,1,0.8668295444509059
959,0,0.15448007730681051
960,0,0.15210179077120545
961,0,0.2517281045949651
962,1,0.8686521757981895
963,0,0.14537109866385098
964,1,0.5216453127356443
965,0,0.1542698651413496
966,1,0.8621558058338582
967,0,0.15792685733259876
968,0,0.14346016187947883
969,1,0.8120274396595623
970,0,0.141351163266549
971,1,0.8686521757981895
972,1,0.6524725672543188
973,0,0.5075068351063118
974,0,0.15378770759102817
975,0,0.14325329481085877
976,0,0.13034957792807073
977,0,0.14771011295271225
978,1,0.8663056164766932
979,1,0.564759371791532
980,1,0.86462818281207
981,1,0.8800424128767285
982,0,0.46151271978094516
983,0,0.14309196138446492
984,1,0.9268855906601366
985,0,0.14346016187947883
986,0,0.1612169404619229
987,0,0.14185966738462938
988,1,0.7136600772338435
989,0,0.14416783735809532
990,1,0.5528748872574614
991,0,0.14885301085132324
992,1,0.9050946538387703
993,0,0.13734507560837725
994,0,0.1507797158671374
995,0,0.14197603301642306
996,1,0.823641263202108
997,0,0.1676525608630544
998,0,0.15237299704369658
999,0,0.1507797158671374
1000,0,0.14436078846259282
1001,0,0.15860644528399143
1002,0,0.13086581229381283
1003,1,0.8646645627566717
1004,1,0.8631806125641321
1005,1,0.8666228268132139
1006,1,0.8156380318460391
1007,0,0.20469535199501304
1008,0,0.15211996050004584
1009,1,0.8447401087657296
1010,0,0.15965384808599242
1011,1,0.8647520934162203
1012,1,0.8620988069198928
1013,0,0.15152961107665222
1014,1,0.906643610406904
1015,0,0.14239819554810756
1016,0,0.1507797158671374
1017,1,0.7480178149530416
1018,0,0.1436968195646508
1019,1,0.7854942336523318
1020,0,0.15318245848937942
1021,0,0.14239097650757648
1022,0,0.14766178414944783
1023,0,0.15506401156944472
1024,0,0.2927042737960529
1025,0,0.14293232203001466
1026,0,0.15468796090523843
1027,0,0.14213533632114467
1028,0,0.15465487348882068
1029,0,0.14032092314922018
1030,1,0.5401472033272481
1031,0,0.2026459629085508
1032,0,0.20870868922054364
1033,1,0.8878874652856722
1034,0,0.25372499249919966
1035,0,0.15145591237183648
1036,0,0.15370173139545124
1037,0,0.11338290140561562
1038,0,0.15407759484505276
1039,0,0.14402631279702602
1040,0,0.15402808704878765
1041,0,0.12925461834482233
1042,1,0.8936394761651192
1043,0,0.15332260596235922
1044,0,0.15196061253667256
1045,0,0.5087532189137294
1046,0,0.09509169319097083
1047,0,0.1417414369997881
1048,1,0.8602213102942545
1049,1,0.5394147918102565
1050,0,0.15370173139545124
1051,1,0.627094072397317
1052,1,0.8646073649876663
1053,1,0.6189684839208951
1054,1,0.8678048748624296
1055,0,0.1420720465167856
1056,0,0.15270659837180406
1057,0,0.4453761662826767
1058,0,0.1677361011775313
1059,0,0.09167160674562792
1060,1,0.8616783738280225
1061,1,0.5475664170146541
1062,0,0.14279316246972476
1063,0,0.15395509836134005
1064,0,0.11857323311647831
1065,0,0.15276403709971154
1066,0,0.1510963482226325
1067,1,0.9266911424952662
1068,1,0.8902070641898421
1069,0,0.2649380387853355
1070,1,0.6733726989903326
1071,1,0.6612023336135846
1072,0,0.141351163266549
1073,0,0.23975331633899924
1074,1,0.8994972242965161
1075,0,0.1507797158671374
1076,1,0.8864518588061195
1077,0,0.15419884185319654
1078,1,0.9269936461260009
1079,0,0.11207603060284256
1080,0,0.15412300302176035
1081,0,0.15205670061990653
1082,0,0.13533885916449104
1083,0,0.15401740537904507
1084,0,0.3608305335477908
1085,0,0.12713684931315253
1086,1,0.8223211333116689
1087,0,0.1485828945554344
1088,1,0.6127335574979845
1089,1,0.5638295715740287
1090,0,0.14168923503259176
1091,1,0.5248442993487152
1092,1,0.873400058254675
1093,1,0.8573064866548734
1094,0,0.41022324078427275
1095,1,0.9461845300995638
1096,0,0.13909649893306372
1097,0,0.15474573750276266
1098,1,0.8416142758112274
1099,0,0.14014146730871235
1100,1,0.8607557552860666
1101,0,0.14199048073142814
1102,0,0.17238430337041044
1103,0,0.14213705913646754
1104,0,0.24997811806856116
1105,1,0.7821849548061237
1106,0,0.29040256654005525
1107,0,0.15340134633123612
1108,1,0.8647889580544867
1109,0,0.2905420841175251
1110,1,0.9017993757717694
1111,0,0.14346016187947883
1112,1,0.8688559063860858
1113,0,0.14557126264093562
1114,1,0.8581452243385973
1115,0,0.14524183257509857
1116,1,0.7966819486858113
1117,1,0.6608637197623841
1118,0,0.14265417172939834
1119,1,0.86462818281207
1120,0,0.16526387636321832
1121,0,0.14806900644513973
1122,0,0.26686576114236954
1123,1,0.8939572311454268
1124,0,0.11944732005421727
1125,0,0.15085633367007747
1126,0,0.2353641028049352
1127,0,0.147421327683884
1128,0,0.2895665571831314
1129,0,0.17290504683993643
1130,1,0.9032448611302489
1131,1,0.9154213363854508
1132,1,0.7824713494244462
1133,1,0.8088225249969361
1134,0,0.2640546462392287
1135,0,0.14324218942115785
1136,0,0.07883580983393423
1137,0,0.1587023732193739
1138,1,0.8750726934354255
1139,0,0.10678340225531797
1140,1,0.8647520934162203
1141,1,0.699587821899178
1142,1,0.9381251584049177
1143,0,0.14751317843048015
1144,0,0.21398516273697374
1145,0,0.14409613100213658
1146,0,0.15030854433404414
1147,0,0.14279316246972476
1148,0,0.1507797158671374
1149,0,0.14346016187947883
1150,1,0.8598771203096873
1151,0,0.14521499876277705
1152,0,0.12245610026419589
1153,0,0.14531727220006133
1154,1,0.8780413379211617
1155,1,0.8417168678040605
1156,0,0.1273108973875745
1157,0,0.14325329481085877
1158,0,0.15410371256326563
1159,0,0.14279316246972476
1160,1,0.5245921994703802
1161,0,0.15877747948146873
1162,0,0.1796113651931662
1163,0,0.1507797158671374
1164,1,0.8820210855053181
1165,1,0.8646881832403311
1166,0,0.15276056492490583
1167,1,0.8608379549183024
1168,0,0.13844521269315688
1169,0,0.1427106267436578
1170,0,0.13187118222833097
1171,0,0.14379658722206246
1172,1,0.5424421757895146
1173,1,0.7750378467060551
1174,1,0.86462818281207
1175,1,0.9029626654668484
1176,1,0.8356416153873552
1177,0,0.15103301187132417
1178,0,0.14239819554810756
1179,0,0.17768767086586268
1180,0,0.15276403709971154
1181,0,0.14346016187947883
1182,0,0.15420456931255933
1183,1,0.8593445842433302
1184,0,0.15276403709971154
1185,0,0.16326329907358836
1186,0,0.15417530249503913
1187,0,0.14213502872237832
1188,1,0.9435086663102652
1189,0,0.1540726201395787
1190,0,0.15183383870258177
1191,0,0.14407241517403674
1192,0,0.14728419065909157
1193,0,0.12974292946808444
1194,0,0.11511353722529695
1195,0,0.14320134074539312
1196,1,0.86462818281207
1197,1,0.8069830737001557
1198,0,0.33194495334724067
1199,1,0.7826104716937201
1200,0,0.17152486131750322
1201,0,0.4432670171823099
1202,0,0.15461961772026006
1203,0,0.1650936732899783
1204,0,0.14282625332029816
1205,1,0.830245766219058
1206,1,0.8798900381740533
1207,1,0.8657309980169882
1208,0,0.4118903116951974
1209,0,0.1540922648472195
1210,0,0.1425173238851936
1211,0,0.1435028825936696
1212,0,0.14197603301642306
1213,0,0.1572364718000845
1214,0,0.14032092314922018
1215,0,0.1511120975641909
1216,1,0.8749063754356211
1217,0,0.14170123499583878
1218,1,0.8078829112886056
1219,0,0.1817453244092842
1220,0,0.13475474225048029
1221,0,0.1485041046410169
1222,1,0.7971796574147426
1223,0,0.15396424452193644
1224,0,0.15276056492490583
1225,1,0.7884908694398557
1226,0,0.1425725421550544
1227,0,0.1520815645983069
1228,0,0.1432713233494884
1229,0,0.11534101801233895
1230,0,0.15824269742704844
1231,0,0.15276403709971154
1232,0,0.15907309640219217
1233,0,0.14701737659602557
1234,0,0.4313353393051528
1235,1,0.7413571779039991
1236,0,0.07684404232553865
1237,1,0.5766490110992014
1238,0,0.14032092314922018
1239,1,0.6185367838007341
